"char";"storage";"item";"quantity"
"Olymoly";"inventory";"Velkk Necklace";"1"
"Olymoly";"inventory";"Saffron Blossom";"3"
"Olymoly";"inventory";"Coalition Humus";"3"
"Olymoly";"inventory";"Gigas Helm";"3"
"Olymoly";"inventory";"Purifying Ewer";"1"
"Olymoly";"inventory";"Zinc Ore";"1"
"Olymoly";"inventory";"Illuminink";"2"
"Olymoly";"inventory";"Cursed Celata";"1"
"Olymoly";"inventory";"Coalit. Fertilizer";"1"
"Olymoly";"inventory";"Sti. Bul. Pouch";"1"
"Olymoly";"inventory";"Beastmen's Seal";"60"
"Olymoly";"inventory";"Gua. Lumber";"8"
"Olymoly";"wardrobe";"Hyaline Hat";"1"
"Olymoly";"wardrobe";"Windurstian Ring";"1"
"Olymoly";"wardrobe";"Love Torque";"1"
"Olymoly";"wardrobe";"Heka's Kalasiris";"1"
"Olymoly";"wardrobe";"Curtana";"1"
"Olymoly";"wardrobe";"Creek F Mitts";"1"
"Olymoly";"wardrobe";"Marotte Claws";"1"
"Olymoly";"wardrobe";"Strider Boots";"1"
"Olymoly";"wardrobe";"Gendewitha Bliaut";"1"
"Olymoly";"wardrobe";"Pupil's Camisa";"1"
"Olymoly";"wardrobe";"Onion Knife";"1"
"Olymoly";"wardrobe";"Metamorph Ring";"1"
"Olymoly";"wardrobe";"Custom M Gloves";"1"
"Olymoly";"wardrobe";"Goliard Clogs";"1"
"Olymoly";"wardrobe";"Smn. Horn +1";"1"
"Olymoly";"safe";"Monkey Wine";"1"
"Olymoly";"safe";"Cipher: Kupofried";"1"
"Olymoly";"safe";"♪Red Crab";"1"
"Olymoly";"safe";"Vana'clock";"1"
"Olymoly";"safe";"G Mannequin";"1"
"Olymoly";"safe";"Dung";"1"
"Olymoly";"safe";"Tethyan Trews";"1"
"Olymoly";"safe";"E♀ Mannequin";"1"
"Olymoly";"safe";"Copse Candy";"3"
"Olymoly";"safe";"Date";"32"
"Olymoly";"safe";"Singed Buffalo";"1"
"Olymoly";"safe";"Ker's Gauntlets";"1"
"Olymoly";"safe";"Buffalo Corpse";"1"
"Olymoly";"safe";"W.Abjuration: Lg.";"1"
"Olymoly";"safe";"Pelican Ring";"1"
"Olymoly";"safe";"Moon Carrot";"1"
"Olymoly";"safe";"Panetiere";"1"
"Olymoly";"satchel";"Yellow Rock";"4"
"Olymoly";"satchel";"G. Bird Plume";"2"
"Olymoly";"satchel";"Echad Ring";"1"
"Olymoly";"satchel";"R. Pickled R. Tail";"108"
"Olymoly";"satchel";"Herb Seeds";"1"
"Olymoly";"satchel";"Coalit. Fertilizer";"1"
"Olymoly";"satchel";"Wijnruit";"12"
"Olymoly";"satchel";"Carnation";"12"
"Olymoly";"satchel";"Fruit Seeds";"36"
"Olymoly";"satchel";"Vegetable Seeds";"5"
"Olymoly";"satchel";"F. Aquarium";"1"
"Olymoly";"satchel";"Alembic";"1"
"Olymoly";"satchel";"Hexed Gambieras";"1"
"Olymoly";"case";"Faithfl. Torso IV";"1"
"Olymoly";"case";"Stone IV";"1"
"Olymoly";"case";"Dryadic Tatter";"1"
"Olymoly";"case";"Snowslit Stone";"14"
"Olymoly";"case";"Dullahan Armor";"1"
"Olymoly";"case";"Snowdim Stone";"8"
"Olymoly";"case";"Alembic";"1"
"Olymoly";"case";"Rala Visage III";"1"
"Olymoly";"case";"Aisha: Ichi";"1"
"Olymoly";"case";"Auto-Rep. Kit IV";"1"
"Olymoly";"case";"Faithful's Torso II";"2"
"Olymoly";"case";"Airlixir";"9"
"Olymoly";"case";"Aspir";"1"
"Olymoly";"case";"Ra'Ka. Visage I";"5"
"Olymoly";"case";"Indi-Fade";"1"
"Olymoly";"case";"Blizzara II";"1"
"Olymoly";"case";"Duskdim Stone";"4"
"Olymoly";"case";"Atramenterrane";"2"
"Olymoly";"case";"Recall-Pashh";"1"
"Olymoly";"case";"Horde Lullaby II";"1"
"Olymoly";"case";"Duskorb Stone";"6"
"Olymoly";"case";"Maliya. Coral Orb";"1"
"Olymoly";"case";"Herculean Etude";"1"
"Olymoly";"case";"C. Ygg. Shard IV";"1"
"Olymoly";"case";"Leafdim Stone";"5"
"Olymoly";"case";"Leafslit Stone +1";"1"
"Olymoly";"case";"Duskslit Stone";"14"
"Olymoly";"case";"Ra'Ka. Visage V";"1"
"Olymoly";"case";"Rubicund Cell";"2"
"Olymoly";"case";"Gold Beastcoin";"5"
"Olymoly";"case";"Wailing Stone";"4"
"Olymoly";"case";"Snowslit Stone +1";"2"
"Olymoly";"case";"Cobalt Cell";"5"
"Olymoly";"case";"Z. Ygg. Shard I";"1"
"Olymoly";"case";"Leaforb Stone +1";"1"
"Olymoly";"case";"Pulchridopt Wing";"2"
"Olymoly";"case";"Dusktip Stone +1";"1"
"Olymoly";"case";"Yorcia Visage II";"1"
"Olymoly";"case";"Faithfl. Torso III";"4"
"Olymoly";"case";"Burdock";"24"
"Olymoly";"case";"Xanthous Cell";"4"
"Olymoly";"case";"Leaforb Stone";"6"
"Olymoly";"case";"Leafslit Stone";"12"
"Olymoly";"case";"Faithful's Legs IV";"4"
"Olymoly";"case";"Thunder V";"1"
"Olymoly";"case";"A. Ygg. Shard III";"1"
"Olymoly";"case";"Addle";"1"
"Olymoly";"case";"Burst";"1"
"Olymoly";"case";"Comet";"1"
"Olymoly";"case";"Indi-Wilt";"1"
"Olymoly";"case";"Light Gem";"6"
"Olymoly";"case";"Yurin: Ichi";"1"
"Olymoly";"case";"Ra'Ka. Visage IV";"2"
"Olymoly";"case";"Airlixir +1";"3"
"Olymoly";"case";"Cirdas Visage I";"6"
"Olymoly";"case";"Duskdim Stone +2";"1"
"Olymoly";"case";"Jade Cell";"3"
"Olymoly";"case";"Ra'Ka. Visage III";"2"
"Olymoly";"case";"Yorcia Visage V";"1"
"Olymoly";"case";"Air Spirit";"1"
"Olymoly";"case";"Stonega II";"1"
"Olymoly";"case";"Duskorb Stone +1";"1"
"Olymoly";"case";"Faithful's Legs III";"2"
"Olymoly";"case";"Earth Spirit";"1"
"Olymoly";"case";"Duskdim Stone +1";"2"
"Olymoly";"case";"Refresh";"1"
"Olymoly";"case";"Faithful's Legs I";"8"
"Olymoly";"case";"Leaftip Stone";"7"
"Olymoly";"case";"Wailing Stone +1";"2"
"Olymoly";"case";"Snoworb Stone";"8"
"Olymoly";"case";"Z. Ygg. Shard II";"1"
"Olymoly";"case";"Dusktip Stone";"11"
"Olymoly";"case";"Breeze Gem";"24"
"Olymoly";"case";"Faithful's Torso I";"3"
"Olymoly";"case";"Snowtip Stone";"12"
"Olymoly";"key items";"job gesture: black mage";"1"
"Olymoly";"key items";""The Old Men of the Sea"";"1"
"Olymoly";"key items";"job gesture: monk";"1"
"Olymoly";"key items";"job gesture: thief";"1"
"Olymoly";"key items";"job gesture: white mage";"1"
"Olymoly";"key items";"Mog Patio design document";"1"
"Olymoly";"key items";"memorandoll";"1"
"Olymoly";"key items";"concordoll";"1"
"Olymoly";"key items";""Adoulin's Topiary Treasures"";"1"
"Olymoly";"key items";"GPS crystal";"1"
"Olymoly";"key items";"sheet of Zilart tunes";"1"
"Olymoly";"key items";"map of the Windurst area";"1"
"Olymoly";"key items";"PSC Wildcat badge";"1"
"Olymoly";"key items";"Adoulinian charter permit";"1"
"Olymoly";"key items";"Mog Kupon AW-Cos";"1"
"Olymoly";"key items";"Tenshodo Member's Card";"1"
"Olymoly";"key items";"Moghancement: Light";"1"
"Olymoly";"key items";""Mythril Marathon Quarterly"";"1"
"Olymoly";"key items";"job gesture: red mage";"1"
"Olymoly";"key items";"boarding permit";"1"
"Olymoly";"key items";"geomagnetron";"1"
"Olymoly";"key items";"job gesture: warrior";"1"
"Olymoly";"key items";""Water, Water Everywhere!"";"1"
"Olymoly";"key items";""Give My Regards to Reodoan"";"1"
"Olymoly";"key items";""Take A Lode Off"";"1"
"Olymoly";"key items";""A Farewell to Freshwater"";"1"
"Olymoly";"key items";"map of Adoulin";"1"
"Olymoly";"key items";"Pioneer's Badge";"1"
"Olymoly";"key items";"Mea gate crystal";"1"
"Olymoly";"key items";""Sow★Your★Seed!"";"1"
"Olymoly";"key items";"gil repository";"1"
