"char";"storage";"item";"quantity"
"Aniyah";"wardrobe";"Genbu's Shield";"1"
"Aniyah";"wardrobe";"Black Belt";"1"
"Aniyah";"wardrobe";"Voltsurge Torque";"1"
"Aniyah";"wardrobe";"Loricate Torque +1";"1"
"Aniyah";"wardrobe";"Heartseeker Earring";"1"
"Aniyah";"wardrobe";"Brutal Earring";"1"
"Aniyah";"wardrobe";"Hachirin-no-Obi";"1"
"Aniyah";"wardrobe";"Grioavolr";"1"
"Aniyah";"wardrobe";"Warder's Charm +1";"1"
"Aniyah";"wardrobe";"Moonshade Earring";"1"
"Aniyah";"wardrobe";"Crudelis Belt";"1"
"Aniyah";"wardrobe";"Boonwell Staff";"1"
"Aniyah";"wardrobe";"Saevus Pendant +1";"1"
"Aniyah";"wardrobe";"Etiolation Earring";"1"
"Aniyah";"wardrobe";"Kishar Ring";"1"
"Aniyah";"wardrobe";"Reiki Yotai";"1"
"Aniyah";"wardrobe";"Defending Ring";"1"
"Aniyah";"wardrobe";"Stikini Ring";"2"
"Aniyah";"wardrobe";"Andoaa Earring";"1"
"Aniyah";"wardrobe";"Austerity Belt";"1"
"Aniyah";"wardrobe";"Mecisto. Mantle";"1"
"Aniyah";"wardrobe";"Hasty Pinion";"1"
"Aniyah";"wardrobe";"Flame Pearl";"2"
"Aniyah";"wardrobe";"Magoraga Beads";"1"
"Aniyah";"wardrobe";"Shiva Ring";"1"
"Aniyah";"wardrobe";"Regal Ring";"1"
"Aniyah";"wardrobe";"Vocane Ring";"1"
"Aniyah";"wardrobe";"Dingir Ring";"1"
"Aniyah";"wardrobe";"Tripudio Earring";"1"
"Aniyah";"wardrobe";"Mujin Band";"1"
"Aniyah";"wardrobe";"Epona's Ring";"1"
"Aniyah";"wardrobe";"Niobid Strap";"1"
"Aniyah";"safe";"Melodious Egg";"1"
"Aniyah";"safe";"Bookshelf";"1"
"Aniyah";"safe";"Wing Egg";"1"
"Aniyah";"safe";"Brass Crock";"1"
"Aniyah";"safe";"Seedspall Luna";"1"
"Aniyah";"safe";"Sedna's Tusk";"1"
"Aniyah";"safe";"Isgebind's Heart";"1"
"Aniyah";"safe";"Elshimo Palm";"1"
"Aniyah";"safe";"Model Synergy Furn.";"1"
"Aniyah";"safe";"Sobek's Skin";"3"
"Aniyah";"safe";"San. Marriage Cert.";"1"
"Aniyah";"safe";"Lamp Egg";"1"
"Aniyah";"safe";"Dwarf Pugil";"21"
"Aniyah";"safe";"Bahut";"1"
"Aniyah";"safe";"Isula Sideboard";"1"
"Aniyah";"safe";"Winged Altar";"1"
"Aniyah";"safe";"Jeweled Egg";"1"
"Aniyah";"safe";"Abdhaljs Metal";"10"
"Aniyah";"safe";"Noble's Bed";"1"
"Aniyah";"safe";"Dream Stocking";"1"
"Aniyah";"safe";"Flower Egg";"1"
"Aniyah";"safe";"Bread Crock";"2"
"Aniyah";"safe";"Beetle Spirit";"1"
"Aniyah";"safe";"Calabazilla Lant.";"2"
"Aniyah";"safe";"Alexander Statue";"1"
"Aniyah";"safe";"Festival Dolls";"1"
"Aniyah";"safe";"Culinary Stall";"1"
"Aniyah";"safe";"Opaline Hose";"1"
"Aniyah";"safe";"San d'Orian Tree";"1"
"Aniyah";"safe";"Drill Calamary";"9"
"Aniyah";"safe";"Dragua's Scale";"5"
"Aniyah";"safe";"Bastokan Flag";"1"
"Aniyah";"safe";"M. Beetle Saliva";"5"
"Aniyah";"safe";"Fluoro-flora";"1"
"Aniyah";"safe";"Bomb Lantern";"1"
"Aniyah";"safe";"Windurstian Flag";"1"
"Aniyah";"safe";"9-Drawer Almirah";"1"
"Aniyah";"safe";"Apademak Horn";"7"
"Aniyah";"safe";"Reef Aquarium";"1"
"Aniyah";"safe";"Bastokan Tree";"1"
"Aniyah";"safe";"Vana'clock";"1"
"Aniyah";"safe";"Abdhaljs Fiber";"10"
"Aniyah";"safe";"Flower Stand";"1"
"Aniyah";"safe";"Seedspall Astrum";"1"
"Aniyah";"safe";"Jeunoan Flag";"1"
"Aniyah";"safe";"Shower Stand";"1"
"Aniyah";"safe";"Imperial Standard";"1"
"Aniyah";"safe";"G. Seed Pouch";"2"
"Aniyah";"safe";"S. Lord Statue";"1"
"Aniyah";"safe";"Ancient Blood";"1"
"Aniyah";"safe";"Armoire";"1"
"Aniyah";"safe";"Relic Horn";"1"
"Aniyah";"safe";"Dream Coffer";"1"
"Aniyah";"safe";"San d'Orian Flag";"1"
"Aniyah";"safe";"Opaline Dress";"1"
"Aniyah";"safe";"Prishe Statue";"1"
"Aniyah";"safe";"Azdaja's Horn";"4"
"Aniyah";"safe";"Bee Pollen";"3"
"Aniyah";"safe";"Dresser";"1"
"Aniyah";"storage";"L.Abjuration: Hd.";"1"
"Aniyah";"storage";"C.Abjuration: Lg.";"1"
"Aniyah";"storage";"T.Abjuration: Ft.";"1"
"Aniyah";"storage";"H.Abjuration: Hd.";"1"
"Aniyah";"storage";"Gr.Abjuration: Bd.";"1"
"Aniyah";"storage";"L.Abjuration: Hn.";"1"
"Aniyah";"storage";"Ar.Abjuration: Ft.";"1"
"Aniyah";"storage";"Cy.Abjuration: Lg.";"1"
"Aniyah";"storage";"H.Abjuration: Ft.";"1"
"Aniyah";"storage";"T.Abjuration: Hn.";"1"
"Aniyah";"storage";"Ar.Abjuration: Lg.";"1"
"Aniyah";"storage";"C.Abjuration: Hd.";"1"
"Aniyah";"storage";"S.Abjuration: Hn.";"1"
"Aniyah";"storage";"Gr.Abjuration: Hn.";"1"
"Aniyah";"storage";"Cr.Abjuration: Lg.";"1"
"Aniyah";"storage";"Va.Abjuration: Ft.";"1"
"Aniyah";"storage";"Jo.Abjuration: Ft.";"1"
"Aniyah";"storage";"Tr.Abjuration: Ft.";"1"
"Aniyah";"storage";"H.Abjuration: Hn.";"1"
"Aniyah";"storage";"L.Abjuration: Ft.";"1"
"Aniyah";"storage";"Ar.Abjuration: Hn.";"1"
"Aniyah";"storage";"Bu.Abjuration: Hn.";"1"
"Aniyah";"storage";"Cr.Abjuration: Hd.";"1"
"Aniyah";"storage";"Gr.Abjuration: Lg.";"1"
"Aniyah";"storage";"F.Abjuration: Hn.";"1"
"Aniyah";"storage";"H.Abjuration: Lg.";"1"
"Aniyah";"storage";"Cy.Abjuration: Ft.";"1"
"Aniyah";"storage";"Ve.Abjuration: Hn.";"1"
"Aniyah";"storage";"S.Abjuration: Hd.";"1"
"Aniyah";"storage";"L.Abjuration: Bd.";"1"
"Aniyah";"storage";"Va.Abjuration: Hn.";"1"
"Aniyah";"storage";"Sh.Abjuration: Ft.";"1"
"Aniyah";"storage";"T.Abjuration: Lg.";"1"
"Aniyah";"storage";"P.Abjuration: Hn.";"1"
"Aniyah";"storage";"Ar.Abjuration: Bd.";"1"
"Aniyah";"storage";"F.Abjuration: Hd.";"1"
"Aniyah";"storage";"Ve.Abjuration: Hd.";"1"
"Aniyah";"storage";"Va.Abjuration: Lg.";"1"
"Aniyah";"storage";"Gr.Abjuration: Hd.";"1"
"Aniyah";"storage";"L.Abjuration: Lg.";"1"
"Aniyah";"storage";"C.Abjuration: Hn.";"1"
"Aniyah";"storage";"F.Abjuration: Ft.";"1"
"Aniyah";"storage";"Ve.Abjuration: Ft.";"1"
"Aniyah";"storage";"Ab.Abjuration: Ft.";"1"
"Aniyah";"storage";"S.Abjuration: Ft.";"1"
"Aniyah";"storage";"Cy.Abjuration: Bd.";"1"
"Aniyah";"storage";"Cr.Abjuration: Ft.";"1"
"Aniyah";"storage";"F.Abjuration: Lg.";"1"
"Aniyah";"storage";"Sh.Abjuration: Hd.";"1"
"Aniyah";"storage";"C.Abjuration: Ft.";"1"
"Aniyah";"storage";"Ar.Abjuration: Hd.";"1"
"Aniyah";"storage";"P.Abjuration: Ft.";"1"
"Aniyah";"storage";"Sh.Abjuration: Hn.";"1"
"Aniyah";"storage";"T.Abjuration: Hd.";"1"
"Aniyah";"storage";"P.Abjuration: Hd.";"1"
"Aniyah";"locker";"Animikii Bullet";"1"
"Aniyah";"locker";"Centurio's Armor";"2"
"Aniyah";"locker";"Eschite Breast.";"1"
"Aniyah";"locker";"Ayapec's Shell";"4"
"Aniyah";"locker";"Camahueto's Fur";"11"
"Aniyah";"locker";"Vedrfolnir's Wing";"45"
"Aniyah";"locker";"Langeleik";"1"
"Aniyah";"locker";"Piper's Torque";"1"
"Aniyah";"locker";"Voidsnapper";"21"
"Aniyah";"locker";"Void Crystal";"24"
"Aniyah";"locker";"Chocobo Torque";"1"
"Aniyah";"locker";"Reacton Arm";"1"
"Aniyah";"locker";"Azrael's Eye";"11"
"Aniyah";"locker";"Black Pudding";"3"
"Aniyah";"locker";"Eminent Flute";"1"
"Aniyah";"locker";"Raimitsukane";"1"
"Aniyah";"locker";"Vidmapire's Claw";"35"
"Aniyah";"locker";"Tolba's Shell";"14"
"Aniyah";"locker";"Ashen Crayfish";"24"
"Aniyah";"locker";"Void Grass";"14"
"Aniyah";"locker";"Ethereal Incense";"13"
"Aniyah";"locker";"Behem. Leather";"7"
"Aniyah";"locker";"Mhuufya's Beak";"10"
"Aniyah";"locker";"Seething Bomblet";"1"
"Aniyah";"locker";"Terpander";"1"
"Aniyah";"locker";"Intarabus's Cape";"4"
"Aniyah";"locker";"Duskcrawler";"9"
"Aniyah";"locker";"Ashweed";"26"
"Aniyah";"satchel";"Sickle";"36"
"Aniyah";"satchel";"Ram Staff";"1"
"Aniyah";"satchel";"Warblade's Hide";"10"
"Aniyah";"satchel";"Capacity Ring";"1"
"Aniyah";"satchel";"P. BST Card";"27"
"Aniyah";"satchel";"Nexus Cape";"1"
"Aniyah";"satchel";"Gem of the West";"1"
"Aniyah";"satchel";"Hatchet";"45"
"Aniyah";"satchel";"Gem of the South";"1"
"Aniyah";"satchel";"Joyous's Moss";"7"
"Aniyah";"satchel";"Fed. Signet Staff";"1"
"Aniyah";"satchel";"Sole Sushi";"7"
"Aniyah";"satchel";"Abdhaljs Needle";"8"
"Aniyah";"satchel";"Pear Crepe";"22"
"Aniyah";"satchel";"Imperator's Wing";"7"
"Aniyah";"satchel";"Gem of the East";"1"
"Aniyah";"satchel";"P. RDM Card";"200"
"Aniyah";"satchel";"Abdhaljs Seal";"3"
"Aniyah";"satchel";"Trizek Ring";"1"
"Aniyah";"satchel";"Crystal Petrifact";"73"
"Aniyah";"satchel";"Culinarian's Apron";"1"
"Aniyah";"satchel";"Linkpearl";"2"
"Aniyah";"satchel";"P. PLD Card";"1"
"Aniyah";"satchel";"Gin's Scale";"1"
"Aniyah";"satchel";"Arthro's Shell";"10"
"Aniyah";"satchel";"P. SMN Card";"5"
"Aniyah";"satchel";"Dim. Ring (Mea)";"1"
"Aniyah";"satchel";"Craftkeeper's Ring";"1"
"Aniyah";"satchel";"Pearlsack";"2"
"Aniyah";"satchel";"Kei's Scale";"2"
"Aniyah";"satchel";"Tavnazian Ring";"1"
"Aniyah";"satchel";"Kin's Scale";"1"
"Aniyah";"satchel";"Autumnstone";"1"
"Aniyah";"satchel";"Fourth Staff";"1"
"Aniyah";"satchel";"Artificer's Ring";"1"
"Aniyah";"satchel";"Facility Ring";"1"
"Aniyah";"satchel";"Grape Daifuku";"1"
"Aniyah";"satchel";"P. DRK Card";"1"
"Aniyah";"satchel";"Comp. Fishing Rod";"1"
"Aniyah";"satchel";"Winterstone";"1"
"Aniyah";"satchel";"Warp Ring";"1"
"Aniyah";"satchel";"Craftmaster's Ring";"1"
"Aniyah";"satchel";"Summerstone";"1"
"Aniyah";"satchel";"Relic Knuckles";"1"
"Aniyah";"satchel";"Abdhaljs Matter";"35"
"Aniyah";"satchel";"Forbidden Key";"99"
"Aniyah";"satchel";"P. BLU Card";"202"
"Aniyah";"satchel";"Culin. Torque";"1"
"Aniyah";"satchel";"Sanjaku-Tenugui";"75"
"Aniyah";"satchel";"P. SCH Card";"205"
"Aniyah";"satchel";"Remedy";"46"
"Aniyah";"satchel";"Fu's Scale";"1"
"Aniyah";"satchel";"Echad Ring";"1"
"Aniyah";"satchel";"Pickaxe";"36"
"Aniyah";"satchel";"P. WHM Card";"8"
"Aniyah";"satchel";"Maze Tabula R01";"1"
"Aniyah";"satchel";"P. GEO Card";"161"
"Aniyah";"satchel";"Shinobi-Tabi";"79"
"Aniyah";"satchel";"Decennial Ring";"1"
"Aniyah";"satchel";"Chef's Hat";"1"
"Aniyah";"satchel";"P. MNK Card";"21"
"Aniyah";"satchel";"Antacid";"1"
"Aniyah";"satchel";"Sublime Sushi +1";"1"
"Aniyah";"satchel";"Duodec. Ring";"1"
"Aniyah";"case";"E.Abjuration: Ft.";"1"
"Aniyah";"case";"Warblade's Hide";"4"
"Aniyah";"case";"Super Reraiser";"1"
"Aniyah";"case";"Lancewood Log";"5"
"Aniyah";"case";"Maliya. Coral Orb";"1"
"Aniyah";"case";"Celaeno's Cloth";"1"
"Aniyah";"case";"Tartarian Chain";"2"
"Aniyah";"case";"Pil's Tuille";"5"
"Aniyah";"case";"Phoenix Feather";"2"
"Aniyah";"case";"Eschalixir +2";"3"
"Aniyah";"case";"Gold Thread";"4"
"Aniyah";"case";"Akvan's Pennon";"5"
"Aniyah";"case";"Platinum Silk";"2"
"Aniyah";"case";"Fern Stone";"11"
"Aniyah";"case";"Rockfin Tooth";"1"
"Aniyah";"case";"Sif's Macrame";"5"
"Aniyah";"case";"Yggdreant Root";"1"
"Aniyah";"case";"Etched Memory";"36"
"Aniyah";"case";"Waktza Rostrum";"1"
"Aniyah";"case";"Griffon Hide";"13"
"Aniyah";"case";"Twill Damask";"2"
"Aniyah";"case";"Kaggen's Cuticle";"2"
"Aniyah";"case";"Siren's Macrame";"3"
"Aniyah";"case";"Beryllium Ingot";"5"
"Aniyah";"case";"Abyssdiver Feather";"5"
"Aniyah";"case";"Damascene Cloth";"2"
"Aniyah";"case";"Oxblood";"5"
"Aniyah";"wardrobe2";"Telchine Cap";"2"
"Aniyah";"wardrobe2";"Mafic Cudgel";"1"
"Aniyah";"wardrobe2";"Leyline Gloves";"1"
"Aniyah";"wardrobe2";"Fanatic Gloves";"1"
"Aniyah";"wardrobe2";"Nourish. Earring";"1"
"Aniyah";"wardrobe2";"Sors Shield";"1"
"Aniyah";"wardrobe2";"Sucellos's Cape";"5"
"Aniyah";"wardrobe2";"Regal Gem";"1"
"Aniyah";"wardrobe2";"Bolelabunga";"1"
"Aniyah";"wardrobe2";"Cascade Belt";"1"
"Aniyah";"wardrobe2";"Telchine Pigaches";"2"
"Aniyah";"wardrobe2";"Gende. Gages +1";"1"
"Aniyah";"wardrobe2";"Clarus Stone";"1"
"Aniyah";"wardrobe2";"Queller Rod";"1"
"Aniyah";"wardrobe2";"Mensch Strap";"1"
"Aniyah";"wardrobe2";"Tamaxchi";"1"
"Aniyah";"wardrobe2";"Umuthi Hat";"1"
"Aniyah";"wardrobe2";"Ammurapi Shield";"1"
"Aniyah";"wardrobe2";"Colossus's Torque";"1"
"Aniyah";"wardrobe2";"Clerisy Strap +1";"1"
"Aniyah";"wardrobe2";"Blenmot's Ring";"1"
"Aniyah";"wardrobe2";"Lathi";"1"
"Aniyah";"wardrobe2";"Telchine Chas.";"2"
"Aniyah";"wardrobe2";"Alaunus's Cape";"2"
"Aniyah";"wardrobe2";"Vanya Robe";"1"
"Aniyah";"wardrobe2";"Erra Pendant";"1"
"Aniyah";"wardrobe2";"Vadose Rod";"1"
"Aniyah";"wardrobe2";"Ghastly Tathlum";"1"
"Aniyah";"wardrobe2";"Chaac Belt";"1"
"Aniyah";"wardrobe2";"Incantor Stone";"1"
"Aniyah";"wardrobe2";"Cure Clogs";"1"
"Aniyah";"wardrobe2";"Beneficus";"1"
"Aniyah";"wardrobe2";"Gifted Earring";"1"
"Aniyah";"wardrobe2";"Nourish. Earring +1";"1"
"Aniyah";"wardrobe2";"Gende. Caubeen +1";"1"
"Aniyah";"wardrobe2";"Umbani Boots";"1"
"Aniyah";"wardrobe2";"Herald's Gaiters";"1"
"Aniyah";"wardrobe2";"Chrys. Torque";"1"
"Aniyah";"wardrobe2";"Earth Staff";"1"
"Aniyah";"wardrobe2";"Vanya Clogs";"1"
"Aniyah";"wardrobe2";"Telchine Gloves";"2"
"Aniyah";"wardrobe2";"Heka's Kalasiris";"1"
"Aniyah";"wardrobe2";"Lebeche Ring";"1"
"Aniyah";"wardrobe2";"Lugh's Cape";"3"
"Aniyah";"wardrobe2";"Nibiru Cudgel";"1"
"Aniyah";"wardrobe2";"Regal Earring";"1"
"Aniyah";"wardrobe2";"Telchine Braconi";"2"
"Aniyah";"wardrobe2";"Befouled Crown";"1"
"Aniyah";"wardrobe2";"Irenic Strap +1";"1"
"Aniyah";"wardrobe2";"Ghostfyre Cape";"1"
"Aniyah";"wardrobe2";"Phalaina Locket";"1"
"Aniyah";"wardrobe2";"Mending Cape";"1"
"Aniyah";"wardrobe2";"Sirona's Ring";"1"
"Aniyah";"wardrobe2";"Novia Earring";"1"
"Aniyah";"wardrobe2";"Gende. Galosh. +1";"1"
"Aniyah";"wardrobe3";"Azimuth Hood +1";"1"
"Aniyah";"wardrobe3";"Carmine Fin. Ga.";"1"
"Aniyah";"wardrobe3";"Bagua Sandals +1";"1"
"Aniyah";"wardrobe3";"Azimuth Tights +1";"1"
"Aniyah";"wardrobe3";"Carmine Cuisses +1";"1"
"Aniyah";"wardrobe3";"Jhakri Slops +2";"1"
"Aniyah";"wardrobe3";"Maxentius";"1"
"Aniyah";"wardrobe3";"Culminus";"1"
"Aniyah";"wardrobe3";"Vanir Cotehardie";"1"
"Aniyah";"wardrobe3";"Impulse Belt";"1"
"Aniyah";"wardrobe3";"Cornflower Cape";"1"
"Aniyah";"wardrobe3";"Helios Jacket";"1"
"Aniyah";"wardrobe3";"Excelsis Ring";"1"
"Aniyah";"wardrobe3";"Adhemar Jacket";"1"
"Aniyah";"wardrobe3";"Geo. Mitaines +2";"1"
"Aniyah";"wardrobe3";"Kaja Rod";"1"
"Aniyah";"wardrobe3";"Tjukurrpa Medal";"1"
"Aniyah";"wardrobe3";"Samnuha Tights";"1"
"Aniyah";"wardrobe3";"Mallquis Cuffs +2";"1"
"Aniyah";"wardrobe3";"Geomancy Pants +2";"1"
"Aniyah";"wardrobe3";"Emet Harness +1";"1"
"Aniyah";"wardrobe3";"Mallquis Clogs +2";"1"
"Aniyah";"wardrobe3";"Helios Boots";"1"
"Aniyah";"wardrobe3";"Arasy Staff";"1"
"Aniyah";"wardrobe3";"Rubeus Boots";"1"
"Aniyah";"wardrobe3";"Carmine Greaves";"1"
"Aniyah";"wardrobe3";"Lithelimb Cap";"1"
"Aniyah";"wardrobe3";"Seidr Cotehardie";"1"
"Aniyah";"wardrobe3";"Adhemar Wristbands";"1"
"Aniyah";"wardrobe3";"Lifestream Cape";"1"
"Aniyah";"wardrobe3";"Jhakri Pigaches +2";"1"
"Aniyah";"wardrobe3";"Ea Hat";"1"
"Aniyah";"wardrobe3";"Jhakri Cuffs +2";"1"
"Aniyah";"wardrobe3";"Jhakri Ring";"1"
"Aniyah";"wardrobe3";"Helios Gloves";"1"
"Aniyah";"wardrobe3";"Idris";"1"
"Aniyah";"wardrobe3";"Bagua Mitaines +1";"1"
"Aniyah";"wardrobe3";"Nantosuelta's Cape";"4"
"Aniyah";"wardrobe3";"Tanmogayi +1";"1"
"Aniyah";"wardrobe3";"Melic Torque";"1"
"Aniyah";"wardrobe3";"Rosmerta's Cape";"8"
"Aniyah";"wardrobe3";"Jhakri Robe +2";"1"
"Aniyah";"wardrobe3";"Jhakri Coronal +2";"1"
"Aniyah";"wardrobe3";"Geomancy Tunic +2";"1"
"Aniyah";"wardrobe3";"Mall. Chapeau +2";"1"
"Aniyah";"wardrobe3";"Kaja Knife";"1"
"Aniyah";"wardrobe3";"Witching Robe";"1"
"Aniyah";"wardrobe3";"Thuellaic Ecu +1";"1"
"Aniyah";"wardrobe3";"Pukulatmuj";"1"
"Aniyah";"wardrobe3";"Geo. Sandals +3";"1"
"Aniyah";"wardrobe3";"Assid. Pants +1";"1"
"Aniyah";"wardrobe3";"Adhemar Gamashes";"1"
"Aniyah";"wardrobe3";"Bagua Galero +1";"1"
"Aniyah";"wardrobe3";"Amalric Nails";"1"
"Aniyah";"wardrobe3";"Bagua Tunic +1";"1"
"Aniyah";"wardrobe3";"Amalric Gages";"1"
"Aniyah";"wardrobe3";"Bagua Pants +1";"1"
"Aniyah";"wardrobe3";"Geo. Galero +2";"1"
"Aniyah";"wardrobe3";"Samnuha Coat";"1"
"Aniyah";"wardrobe3";"Kaja Sword";"1"
"Aniyah";"wardrobe3";"Carmine Mask";"1"
"Aniyah";"wardrobe3";"Mallquis Trews +2";"1"
"Aniyah";"wardrobe3";"Solemnity Cape";"1"
"Aniyah";"wardrobe3";"Kirin's Pole";"1"
"Aniyah";"wardrobe3";"Pixie Hairpin +1";"1"
"Aniyah";"wardrobe3";"Dunna";"1"
"Aniyah";"wardrobe3";"Azimuth Gaiters +1";"1"
"Aniyah";"wardrobe3";"Mallquis Saio +2";"1"
"Aniyah";"wardrobe4";"Visucius's Mantle";"2"
"Aniyah";"wardrobe4";"Shulmanu Collar";"1"
"Aniyah";"wardrobe4";"Lugalbanda Earring";"1"
"Aniyah";"wardrobe4";"Adad Amulet";"1"
"Aniyah";"wardrobe4";"Shomonjijoe +1";"1"
"Aniyah";"wardrobe4";"Incarnation Sash";"1"
"Aniyah";"wardrobe4";"Gridarvor";"1"
"Aniyah";"wardrobe4";"Animator";"1"
"Aniyah";"wardrobe4";"Nirvana";"1"
"Aniyah";"wardrobe4";"Espiritus";"2"
"Aniyah";"wardrobe4";"Spicy Broth";"5"
"Aniyah";"wardrobe4";"Artio's Mantle";"7"
"Aniyah";"wardrobe4";"Varar Ring +1";"2"
"Aniyah";"wardrobe4";"Rimeice Earring";"1"
"Aniyah";"wardrobe4";"Enmerkar Earring";"1"
"Aniyah";"wardrobe4";"Apogee Slacks +1";"1"
"Aniyah";"wardrobe4";"Divinator II";"1"
"Aniyah";"wardrobe4";"Ohtas";"1"
"Aniyah";"wardrobe4";"Isa Belt";"1"
"Aniyah";"wardrobe4";"Mephitas's Ring +1";"1"
"Aniyah";"wardrobe4";"Enticer's Pants";"1"
"Aniyah";"wardrobe4";"Enki Strap";"1"
"Aniyah";"wardrobe4";"Apogee Pumps +1";"2"
"Aniyah";"wardrobe4";"Apo. Dalmatica +1";"1"
"Aniyah";"wardrobe4";"Vox Grip";"1"
"Aniyah";"wardrobe4";"Regal Belt";"1"
"Aniyah";"wardrobe4";"Apogee Mitts +1";"1"
"Aniyah";"wardrobe4";"Conveyance Cape";"1"
"Aniyah";"wardrobe4";"Fi Follet Cape +1";"1"
"Aniyah";"wardrobe4";"Ukko Sash";"1"
"Aniyah";"wardrobe4";"Midnights";"1"
"Aniyah";"wardrobe4";"Asteria Mitts +1";"1"
"Aniyah";"wardrobe4";"Sacrifice Torque";"1"
"Aniyah";"wardrobe4";"Bfn. Collar +1";"1"
"Aniyah";"wardrobe4";"Sancus Sachet +1";"1"
"Aniyah";"wardrobe4";"Mephitas's Ring";"1"
"Aniyah";"wardrobe4";"Skullrender";"1"
"Aniyah";"wardrobe4";"Apogee Crown +1";"1"
"Aniyah";"wardrobe4";"Gelos Earring";"1"
